,title,final_size,ABV,IBU,OG,FG,color,views,brewed,rating,boil_size,boil_time,boil_grav,pitch_rate,temp_prim,efficiency,mash_thick,reviews,calories,carbs,mash_ph,has_prim_data,has_mash_ph,has_mash_thick,has_pitch_rate,method_AllGrain,method_BIAB,method_Extract,method_PartialMash,d_G_abs,d_G_pct,d_size_abs,d_size_pct,style_under_threshold,style_AmericanAmberAle,style_AmericanBrownAle,style_AmericanIPA,style_AmericanLightLager,style_AmericanPaleAle,style_AmericanStout,style_BlondeAle,style_CreamAle,style_ImperialIPA,style_IrishRedAle,style_Kölsch,style_OatmealStout,style_RobustPorter,style_RussianImperialStout,style_Saison,style_SpecialtyIPA:NewEnglandIPA,style_SweetStout,style_Weissbier,style_Weizen/Weissbier,style_Witbier,beer_style
5817,Awe Hell IPL,20.819764812,4.94,29.75,1.046,1.008,3.29,1168,2,0.0,28.39058838,90,1.034,2.0,11.11111111111111,70,1.5,0,149,13,,0,0,1,1,1,0,0,0,0.038000000000000034,0.03632887189292546,7.570823568000002,0.2666666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MunichHelles
5818,Marc's Belgian Tripel,18.92705892,8.0,38.25,1.085,1.024,6.3,799,2,0.0,25.551529542,90,1.043,1.0,18.88888888888889,65,2.3,0,285,31,,1,0,1,1,1,0,0,0,0.06099999999999994,0.05622119815668198,6.6244706220000005,0.25925925925925924,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BelgianTripel
5819,Smooth Hoperator Pale Ale,20.819764812,6.1,30.58,1.06,1.014,9.61,630,2,0.0,28.39058838,60,1.044,,,80,1.5,0,198,20,,0,0,1,0,1,0,0,0,0.04600000000000004,0.04339622641509438,7.570823568000002,0.2666666666666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanPaleAle
5820,Sierra Nevada Pale Ale Clone,25.0,5.46,41.84,1.0520889406681784,1.0104435099287201,7.71,2212,2,0.0,30.3,80,1.0429393283085084,0.75,20.0,78,6.153,0,171,16,,0,0,1,1,1,0,0,0,0.041645430739458256,0.03958356478208903,5.300000000000001,0.17491749174917492,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanPaleAle
5821,Holly Ale,20.819764812,7.59,52.24,1.07,1.012,16.23,646,2,0.0,26.497882488,60,1.055,,17.77777777777778,65,1.8,0,230,20,,0,0,1,0,1,0,0,0,0.05800000000000005,0.05420560747663556,5.678117675999999,0.21428571428571427,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CloneBeer
5822,Straffe Hendrik,14.0,9.1,30.7,1.081,1.012,9.72,3794,2,0.0,20.0,60,1.057,,,73,3.0,0,266,21,,0,0,1,0,1,0,0,0,0.06899999999999995,0.0638297872340425,6.0,0.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BelgianTripel
5823,Omnipollo Imperial Stout Brygd,21.0,10.07,103.16,1.1,1.023,50.0,3212,2,0.0,35.0,120,1.06,0.75,20.0,73,3.5,0,334,33,,0,0,1,1,1,0,0,0,0.07700000000000018,0.07000000000000016,14.0,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanStout
5824,Brown Porter,20.819764812,5.04,25.42,1.053,1.014,23.48,382,2,0.0,23.65882365,45,1.046,0.75,20.0,70,1.617,0,175,19,5.4,1,1,1,1,1,0,0,0,0.038999999999999924,0.037037037037036966,2.8390588379999997,0.12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BrownPorter
5825,Hop Stoopid - Clone,18.92705892,7.43,118.35,1.075,1.018,6.13,700,2,0.0,24.605176596,60,1.058,0.75,18.333333333333332,70,1.5,0,249,25,,0,0,1,1,1,0,0,0,0.05699999999999994,0.05302325581395344,5.678117675999999,0.23076923076923075,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanIPA
5826,Emory Flat Tired Belgian V2,20.819764812,5.19,26.76,1.054,1.015,10.73,562,2,0.0,26.497882488,75,1.043,0.35,20.0,75,1.25,0,179,20,,1,0,1,1,1,0,0,0,0.039000000000000146,0.03700189753320697,5.678117675999999,0.21428571428571427,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BelgianPaleAle
5827,grumpy bunny,25.551529542,6.13,50.51,1.061,1.014,13.32,1029,2,5.0,28.39058838,60,1.055,,,75,1.5,1,202,20,,0,0,1,0,1,0,0,0,0.04699999999999993,0.04429783223374169,2.8390588379999997,0.09999999999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SpecialtyIPA:RedIPA
5828,Christmas Ale (Great Lakes Clone),41.639529624,7.58,26.5,1.077,1.02,12.5,772,2,0.0,49.210353192,60,1.065,1.0,20.555555555555557,80,1.5,0,257,27,,0,0,1,1,1,0,0,0,0.05699999999999994,0.05292479108635092,7.570823568000002,0.15384615384615388,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SpecialtyBeer
5829,Kjeller 5 Hop Bursted Pale Ale 25 L,25.0,5.56,36.21,1.051,1.0090000000000001,5.47,1927,2,5.0,28.0,60,1.046,0.75,19.0,70,3.0,2,166,15,5.68,0,1,1,1,1,0,0,0,0.041999999999999815,0.0399619410085631,3.0,0.10714285714285714,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NoProfileSelected
5830,Awesome Recipe,21.0,5.27,35.51,1.0490000000000002,1.0090000000000001,5.92,221,2,0.0,28.5,60,1.036,0.5,,65,,0,161,14,,0,0,0,1,0,1,0,0,0.040000000000000036,0.03813155386081986,7.5,0.2631578947368421,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanPaleAle
5831,blanche belge XI,24.0,4.02,14.69,1.041,1.011,3.15,704,2,0.0,27.0,60,1.037,0.35,,70,3.1,0,135,14,,0,0,1,1,1,0,0,0,0.030000000000000027,0.02881844380403461,3.0,0.1111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Witbier
5832,Maibock,20.819764812,6.44,27.7,1.067,1.018,6.72,759,2,0.0,28.39058838,90,1.0490000000000002,1.75,10.0,77,1.1,0,223,24,,0,0,1,1,1,0,0,0,0.04899999999999993,0.04592314901593246,7.570823568000002,0.2666666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HellesBock
5833,Weihnachtsbier,13.6274824224,7.02,41.17,1.07,1.016,13.21,27,2,0.0,16.088000082,60,1.0590000000000002,0.75,20.0,70,,0,232,23,5.56,0,1,0,1,0,1,0,0,0.05400000000000005,0.05046728971962621,2.4605176596000007,0.15294117647058827,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Holiday/WinterSpecialSpicedBeer
5834,Super Alpha Pale Ale,20.0,4.78,30.2,1.044,1.008,7.08,2026,2,5.0,26.0,60,1.034,0.5,18.0,70,2.7,1,144,13,,0,0,1,1,1,0,0,0,0.03600000000000003,0.03448275862068968,6.0,0.23076923076923078,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CaliforniaCommonBeer
5835,Pacific Ale,22.0,5.15,29.64,1.05,1.011,4.55,1546,2,0.0,30.0,60,1.037,0.75,20.0,75,3.0,0,164,16,5.73,0,1,1,1,1,0,0,0,0.039000000000000146,0.03714285714285728,8.0,0.26666666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,BlondeAle
5836,Old Man Winter,18.92705892,7.83,62.28,1.08,1.02,25.3,835,2,0.0,24.605176596,60,1.062,,21.11111111111111,68,1.5,0,266,27,,0,0,1,0,1,0,0,0,0.06000000000000005,0.0555555555555556,5.678117675999999,0.23076923076923075,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OldAle
5837,New World Blonde,22.712470703999998,4.24,14.97,1.041,1.0090000000000001,4.65,522,2,0.0,30.283294272,90,1.031,1.0,17.77777777777778,60,1.3,0,134,13,,0,0,1,1,1,0,0,0,0.031999999999999806,0.030739673390970036,7.570823568000002,0.25000000000000006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanPaleAle
5838,Deep Dark Brown,20.0,6.11,31.15,1.064,1.018,26.01,486,2,0.0,24.0,60,1.054,,20.0,65,2.4,0,213,24,,1,0,1,0,1,0,0,0,0.04600000000000004,0.043233082706766957,4.0,0.16666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NorthernEnglishBrown
5839,Gone Aw-rye,59.620235598,7.37,26.26,1.0759999999999998,1.02,8.9,598,2,0.0,67.191059166,90,1.068,1.0,20.0,75,1.5,0,253,27,,0,0,1,1,1,0,0,0,0.05599999999999983,0.05204460966542736,7.570823568000002,0.11267605633802819,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanPaleAle
5840,4Gs Oatmeal Stout 1.2,20.819764812,4.59,38.63,1.051,1.016,39.76,1587,2,5.0,26.497882488,60,1.04,,,71,1.25,1,170,20,,0,0,1,0,1,0,0,0,0.03499999999999992,0.033301617507135985,5.678117675999999,0.21428571428571427,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,OatmealStout
5841,Black Beauty,59.620235598,7.3,29.73,1.081,1.025,44.68,531,2,0.0,67.191059166,60,1.072,1.0,20.0,75,1.25,0,272,31,,0,0,1,1,1,0,0,0,0.05600000000000005,0.0518038852913969,7.570823568000002,0.11267605633802819,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,OatmealStout
5842,Pale Ale 1,75.70823568,5.6,43.66,1.056,1.013,6.09,548,2,0.0,87.064471032,60,1.0490000000000002,0.75,15.555555555555555,80,1.5,0,185,18,,0,0,1,1,1,0,0,0,0.04300000000000015,0.04071969696969711,11.356235351999999,0.13043478260869565,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanPaleAle
5843,Vanilla Oatmeal Stout,18.92705892,5.78,21.97,1.063,1.0190000000000001,36.82,1664,2,0.0,28.39058838,60,1.042,,,70,1.25,0,210,24,,0,0,1,0,1,0,0,0,0.04399999999999982,0.04139228598306662,9.46352946,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,OatmealStout
5844,Little Creatures Pale Ale (Clone),15.0,4.03,19.52,1.04,1.01,5.84,2532,2,0.0,15.0,60,1.04,,,70,,0,132,14,,0,0,0,0,0,1,0,0,0.030000000000000027,0.028846153846153872,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanPaleAle
5845,Imperial Russian Stout,22.0,10.35,100.6,1.102,1.023,50.0,957,2,0.0,28.5,60,1.079,,21.0,75,2.5,0,340,33,,0,0,1,0,1,0,0,0,0.07900000000000018,0.07168784029038128,6.5,0.22807017543859648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,RussianImperialStout
5846,Big Wave Cloneish,23.0,4.94,43.82,1.052,1.014,6.74,545,2,0.0,32.0,90,1.037,,,74,,0,173,19,,0,0,0,0,1,0,0,0,0.038000000000000034,0.03612167300380231,9.0,0.28125,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanPaleAle
5847,Yooper's Oatmeal Stout,20.819764812,4.93,37.77,1.05,1.013,40.39,717,2,0.0,28.39058838,60,1.037,,,70,1.5,0,165,17,,0,0,1,0,1,0,0,0,0.037000000000000144,0.035238095238095374,7.570823568000002,0.2666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,OatmealStout
5848,K1,25.5,5.03,30.12,1.05,1.011,3.41,424,2,0.0,32.0,90,1.04,1.5,18.0,63,4.0,0,164,16,,1,0,1,1,1,0,0,0,0.039000000000000146,0.03714285714285728,6.5,0.203125,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Kölsch
5849,Anchor California Lager Clone,20.819764812,4.38,24.91,1.048,1.015,3.81,2845,2,0.0,28.39058838,60,1.036,0.35,17.22222222222222,60,1.25,0,159,19,,0,0,1,1,1,0,0,0,0.03300000000000014,0.031488549618320746,7.570823568000002,0.2666666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,StandardAmericanLager
5850,All Hail,20.819764812,5.21,44.43,1.05,1.01,8.14,1282,2,0.0,25.172988363600002,60,1.041,0.5,20.0,75,2.3,0,164,15,5.54,0,1,1,1,1,0,0,0,0.040000000000000036,0.038095238095238126,4.353223551600003,0.17293233082706777,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanPaleAle
5851,Wild Horses Pale Ale,18.92705892,5.48,25.34,1.054,1.012,6.0,770,2,0.0,28.39058838,60,1.036,0.75,19.444444444444443,75,1.25,0,177,17,5.64,0,1,1,1,1,0,0,0,0.04200000000000004,0.039848197343453545,9.46352946,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanPaleAle
5852,Amber Ale,23.091011882399997,4.87,13.03,1.05,1.012,11.52,564,2,0.0,14.0060236008,30,1.036,0.35,21.11111111111111,35,,0,165,17,,0,0,0,1,0,0,1,0,0.038000000000000034,0.036190476190476224,-9.084988281599996,-0.6486486486486484,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanAmberAle
5853,461 Rainy Irish Red Ale,20.819764812,5.49,27.48,1.0590000000000002,1.018,15.19,775,2,0.0,31.53248016072,60,1.0390000000000001,0.75,20.0,70,1.5,0,197,23,,1,0,1,1,1,0,0,0,0.04100000000000015,0.03871576959395669,10.71271534872,0.3397358943577431,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,IrishRedAle
5854,Evig Bitter,46.0,4.88,49.8,1.05,1.012,7.02,433,2,0.0,55.0,60,1.041,,,70,,0,165,17,,0,0,0,0,0,0,0,1,0.038000000000000034,0.036190476190476224,9.0,0.16363636363636364,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ExtraSpecial/StrongBitter(ESB)
5855,Timothy Taylor Landlord Clone,23.0,4.74,44.3,1.051,1.015,7.02,6869,2,4.0,34.0,90,1.034,,19.0,80,3.25,1,169,19,,0,0,1,0,1,0,0,0,0.03600000000000003,0.03425309229305427,11.0,0.3235294117647059,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Standard/OrdinaryBitter
5856,#Spiced Grapefruit Wheat IPA,18.92705892,4.61,54.28,1.043,1.008,6.59,1104,2,0.0,11.356235351999999,60,1.072,,20.0,35,,0,140,13,,0,0,0,0,0,0,1,0,0.03499999999999992,0.033557046979865696,-7.570823568000002,-0.6666666666666669,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanIPA
5857,Spaten Optimater Wannabe,20.819764812,7.09,32.08,1.073,1.0190000000000001,18.56,709,2,0.0,24.605176596,60,1.062,0.5,22.77777777777778,73,1.5,0,242,25,,0,0,1,1,1,0,0,0,0.053999999999999826,0.05032618825722258,3.785411784000001,0.15384615384615388,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doppelbock
5858,Rare Vos Clone,19.873411865999998,6.78,27.03,1.069,1.0170000000000001,9.75,1275,2,0.0,13.248941244,60,1.103,,,35,,0,228,23,,1,0,0,0,0,0,1,0,0.051999999999999824,0.0486435921421888,-6.624470621999999,-0.49999999999999994,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BelgianPaleAle
5859,"Vanilla ""Ice"" Porter",59.620235598,5.45,23.43,1.063,1.022,31.46,548,2,0.0,67.191059166,60,1.056,1.25,18.333333333333332,75,1.5,0,211,26,,0,0,1,1,1,0,0,0,0.040999999999999925,0.03857008466603944,7.570823568000002,0.11267605633802819,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,RobustPorter
5860,Punktoberfest 16,30.283294272,7.88,43.87,1.078,1.018,25.77,596,2,3.0,26.497882488,60,1.089,0.5,21.11111111111111,60,1.5,1,259,26,,0,0,1,1,1,0,0,0,0.06000000000000005,0.05565862708719856,-3.785411784000001,-0.1428571428571429,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Spice,Herb,orVegetableBeer"
5861,Football Kickoff American Wheat,45.424941407999995,5.0,18.19,1.052,1.014,3.89,623,2,4.0,51.103059084,60,1.046,0.5,20.0,75,1.25,1,173,19,,0,0,1,1,1,0,0,0,0.038000000000000034,0.03612167300380231,5.6781176760000065,0.11111111111111123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Weizen/Weissbier
5862,sip of sunshine ipa,20.819764812,6.77,11.07,1.065,1.013,6.57,587,2,0.0,28.39058838,60,1.048,0.75,19.444444444444443,78,,0,214,20,,0,0,0,1,0,1,0,0,0.052000000000000046,0.048826291079812255,7.570823568000002,0.2666666666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanIPA
5863,Oktoberfest,21.766117758,5.53,27.41,1.05,1.008,9.51,657,2,0.0,30.283294272,60,1.036,1.5,10.0,77,,0,163,14,,0,0,0,1,0,1,0,0,0.04200000000000004,0.040000000000000036,8.517176513999999,0.28125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oktoberfest/Märzen
5864,Rude Mayan,20.819764812,4.59,21.75,1.0490000000000002,1.014,23.68,655,2,0.0,24.605176596,60,1.042,0.75,18.333333333333332,70,1.25,0,163,18,5.64,1,1,1,1,1,0,0,0,0.03500000000000014,0.03336510962821748,3.785411784000001,0.15384615384615388,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BrownPorter
5866,The dankness,20.819764812,7.7,80.06,1.071,1.012,4.98,842,2,0.0,28.39058838,60,1.052,,18.333333333333332,75,1.33,0,233,20,,0,0,1,0,1,0,0,0,0.05899999999999994,0.05508870214752563,7.570823568000002,0.2666666666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanIPA
5867,Bakke Brygg Oktoberfest/Märzen 50 L,50.0,5.3,24.5,1.054,1.014,8.84,3690,2,0.0,60.0,90,1.045,,10.0,71,3.0,0,178,19,,0,0,1,0,1,0,0,0,0.040000000000000036,0.037950664136622424,10.0,0.16666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oktoberfest/Märzen
5868,Hop forward pale ale,41.639529624,5.17,30.7,1.0490000000000002,1.01,3.82,1197,2,0.0,47.3176473,60,1.043,0.5,17.77777777777778,75,1.25,0,161,15,,0,0,1,1,1,0,0,0,0.039000000000000146,0.037178265014299466,5.678117675999999,0.12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanPaleAle
5869,Black IPA,80.0,4.75,48.26,1.048,1.011,33.64,404,2,0.0,85.0,60,1.045,,,75,2.0,0,158,16,,0,0,1,0,1,0,0,0,0.037000000000000144,0.03530534351145052,5.0,0.058823529411764705,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CaliforniaCommonBeer
5870,Doppelbock,39.746823731999996,7.46,25.67,1.0759999999999998,1.0190000000000001,21.06,584,2,0.0,47.3176473,60,1.064,0.35,10.0,75,,0,252,26,,0,0,0,1,0,1,0,0,0.05699999999999972,0.052973977695167034,7.570823568000002,0.16000000000000003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doppelbock
5872,PfauBrauerei's Oktober Kolsch,18.92705892,5.01,44.25,1.051,1.013,9.32,723,2,0.0,11.356235351999999,60,1.085,0.75,21.11111111111111,40,,0,168,18,,0,0,0,1,0,0,1,0,0.038000000000000034,0.03615604186489062,-7.570823568000002,-0.6666666666666669,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Kölsch
5873,Blonde Braggot - GF,20.819764812,9.19,37.21,1.091,1.021,3.6,573,2,0.0,13.248941244,60,1.143,,22.22222222222222,35,,0,303,30,,0,0,0,0,0,0,1,0,0.07000000000000006,0.06416131989000923,-7.570823568,-0.5714285714285714,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SpecialtyBeer
5874,Amarillo / El Dorado White IPA,19.873411865999998,5.51,64.87,1.056,1.014,4.18,926,2,0.0,25.7408001312,90,1.043,,,65,,0,185,19,,0,0,0,0,0,1,0,0,0.04200000000000004,0.03977272727272731,5.8673882652000025,0.22794117647058834,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanIPA
5875,Coffee stout,20.819764812,6.36,77.35,1.065,1.016,50.0,603,2,0.0,26.497882488,60,1.051,,,70,1.5,0,215,22,,0,0,1,0,1,0,0,0,0.04899999999999993,0.04600938967136144,5.678117675999999,0.21428571428571427,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanStout
5876,Kellens Belgian,18.92705892,6.47,26.03,1.063,1.014,16.08,1775,2,5.0,24.605176596,60,1.0490000000000002,1.25,26.11111111111111,70,1.4,1,207,20,,0,0,1,1,1,0,0,0,0.04899999999999993,0.046095954844778866,5.678117675999999,0.23076923076923075,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BelgianDubbel
5877,Dry Stout,21.0,4.65,34.61,1.05,1.014,38.75,497,2,0.0,27.0,60,1.0390000000000001,0.75,19.0,70,,0,166,18,,0,0,0,1,0,1,0,0,0.03600000000000003,0.034285714285714315,6.0,0.2222222222222222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DryStout
5878,Odell 90 Shilling Clone,19.873411865999998,5.84,29.43,1.067,1.022,12.86,2085,2,0.0,11.356235351999999,90,1.047,0.35,19.444444444444443,80,,0,225,27,,0,0,0,1,0,0,1,0,0.04499999999999993,0.042174320524835926,-8.517176513999999,-0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ScottishExport80/-
5879,Calypso IPA,20.819764812,6.74,38.0,1.062,1.01,4.56,1141,2,0.0,24.605176596,60,1.052,0.75,20.0,65,1.25,0,203,17,,1,0,1,1,1,0,0,0,0.052000000000000046,0.04896421845574392,3.785411784000001,0.15384615384615388,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanIPA
5880,buck shelford,20.1,7.87,54.62,1.092,1.032,43.72,535,2,0.0,6.0,60,1.084,1.0,18.0,25,,0,311,38,,0,0,0,1,0,0,1,0,0.06000000000000005,0.05494505494505499,-14.100000000000001,-2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,RussianImperialStout
5881,Hellbroth Double IPA,18.92705892,8.54,108.36,1.088,1.023,8.74,812,2,0.0,18.92705892,60,1.088,0.75,22.22222222222222,50,,0,294,31,,1,0,0,1,0,0,1,0,0.06500000000000017,0.05974264705882368,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ImperialIPA
5882,honey nut brown,20.819764812,5.41,39.17,1.059765953468269,1.018515891687527,17.43,782,2,0.0,28.39058838,60,1.0437728331834775,,20.555555555555557,79,1.5,0,199,23,,0,0,1,0,1,0,0,0,0.04125006178074209,0.03892374693274874,7.570823568000002,0.2666666666666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanAmberAle
5883,Valged apelsinid,39.0,5.61,18.12,1.05,1.008,5.08,646,2,0.0,48.0,60,1.041,,21.0,70,3.0,0,163,14,,1,0,1,0,1,0,0,0,0.04200000000000004,0.040000000000000036,9.0,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Weissbier
5884,Maldo?a,45.0,5.53,50.99,1.057,1.015,10.49,822,2,0.0,53.0,80,1.048,,20.0,70,3.0,0,188,20,,0,0,1,0,1,0,0,0,0.04200000000000004,0.03973509933774838,8.0,0.1509433962264151,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EnglishIPA
5885,Amber Ale,100.0,6.02,34.23,1.055,1.0090000000000001,9.75,569,2,0.0,105.0,60,1.053,0.75,22.0,69,2.8,0,180,15,,0,0,1,1,1,0,0,0,0.04599999999999982,0.04360189573459699,5.0,0.047619047619047616,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanAmberAle
5886,Black Pearl Porter (AG),20.819764812,5.35,10.06,1.058,1.018,29.03,985,2,0.0,28.39058838,60,1.043,,15.555555555555555,70,1.5,0,194,23,,1,0,1,0,1,0,0,0,0.040000000000000036,0.037807183364839354,7.570823568000002,0.2666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,RobustPorter
5887,Cream of Three Crops,20.819764812,4.72,18.47,1.044,1.008,2.5,597,2,0.0,28.39058838,90,1.032,,20.0,70,1.5,0,144,13,,1,0,1,0,1,0,0,0,0.03600000000000003,0.03448275862068968,7.570823568000002,0.2666666666666667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CreamAle
5888,Harvest Saison 3M 9/1/15,121.133177088,6.36,54.92,1.054,1.0070000000000001,4.51,526,2,0.0,143.845647792,60,1.046,,23.88888888888889,80,,0,175,14,,0,0,0,0,1,0,0,0,0.04699999999999993,0.04459203036053124,22.712470703999998,0.15789473684210525,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BelgianSpecialtyAle
5889,lemon basil pale ale,18.92705892,4.93,40.11,1.0490000000000002,1.012,7.65,801,2,0.0,24.605176596,60,1.038,0.35,23.88888888888889,60,2.0,0,162,17,,0,0,1,1,1,0,0,0,0.037000000000000144,0.035271687321258474,5.678117675999999,0.23076923076923075,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanPaleAle
5890,Omnipollo Fatamorgana Clone,9.46352946,8.05,56.58,1.082,1.02,5.58,4696,2,0.0,11.356235351999999,60,1.068,,16.666666666666668,48,1.5,0,273,28,,0,0,1,0,1,0,0,0,0.062000000000000055,0.05730129390018489,1.8927058919999986,0.16666666666666657,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanIPA
5891,Ralof's Lament,22.712470703999998,4.46,15.09,1.0490000000000002,1.015,6.05,425,2,0.0,13.248941244,60,1.083,,,70,1.5,0,164,19,,0,0,1,0,1,0,0,0,0.03400000000000025,0.03241182078169709,-9.463529459999998,-0.7142857142857142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Saison
5892,Pandemonium Porter,18.92705892,7.53,34.07,1.08,1.023,36.64,672,2,0.0,28.39058838,60,1.053,0.35,21.11111111111111,75,,0,267,30,,0,0,0,1,0,1,0,0,0.05700000000000016,0.05277777777777792,9.46352946,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,RobustPorter
